food,category,meal_type,ramadan_role,hydration_index,smart_swap,measure,grams,calories,protein_g,fat_g,sat_fat_g,carbs_g,fiber_g,sugars_g,sodium_mg,protein_pct,has_incomplete_name,is_extreme_portion
chicken_curry,"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.5,3.0,7.5,1.75,0.0,60.0,26.7,False,False
chicken_quesadilla,"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.33,13.33,10.0,4.0,16.67,1.33,0.0,60.0,22.9,False,False
chicken_quesadilla,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.5,13.5,10.0,4.0,16.5,1.5,0.0,60.0,23.1,False,False
chicken_quesadilla,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.2,13.2,10.0,4.0,16.8,1.6,0.0,60.0,22.6,False,False
chicken_quesadilla,"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.33,13.33,10.0,4.0,16.67,1.67,0.0,60.0,22.9,False,False
chicken_quesadilla,"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.43,13.43,10.0,4.0,16.57,1.71,0.0,60.0,23.0,False,False
chicken_wings,"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chocolate_cake,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_cake,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.33,20.0,10.0,50.0,2.0,50.0,150.0,5.3,False,False
chocolate_cake,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_cake,"Desserts, sweets",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,400.0,5.2,20.0,10.0,50.0,2.0,50.0,150.0,5.2,False,False
chocolate_cake,"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_mousse,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
chocolate_mousse,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.33,20.0,10.0,25.33,2.0,25.33,150.0,7.1,False,False
chocolate_mousse,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
chocolate_mousse,"Desserts, sweets",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,300.0,5.2,20.0,10.0,25.2,2.0,25.2,150.0,6.9,False,False
chocolate_mousse,"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
churros,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
churros,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.71,20.0,10.0,50.0,1.43,40.0,150.0,5.7,False,False
churros,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
churros,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.83,20.0,10.0,50.0,1.67,40.0,150.0,5.8,False,False
churros,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
clam_chowder,Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.0,2.0,350.0,16.0,False,False
clam_chowder,Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.2,5.2,6.0,1.8,10.0,1.2,2.0,350.0,16.6,False,False
clam_chowder,Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.33,2.0,350.0,16.0,False,False
clam_chowder,Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.14,5.14,6.0,1.8,10.0,1.43,2.0,350.0,16.4,False,False
clam_chowder,Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.5,2.0,350.0,16.0,False,False
club_sandwich,"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.0,3.15,17.5,1.5,5.0,400.0,20.0,False,False
club_sandwich,"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.2,3.2,17.6,1.6,5.0,400.0,20.0,False,False
club_sandwich,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.0,3.13,17.67,1.67,5.0,400.0,20.0,False,False
club_sandwich,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.14,3.2,17.43,1.71,5.0,400.0,20.0,False,False
club_sandwich,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.0,3.15,17.5,1.75,5.0,400.0,20.0,False,False
crab_cakes,"Desserts, sweets",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,250.0,15.0,15.0,7.5,10.0,1.0,10.0,150.0,24.0,False,False
crab_cakes,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,15.33,15.33,7.67,10.0,1.33,10.0,150.0,24.5,False,False
crab_cakes,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,15.0,15.0,7.5,10.0,1.5,10.0,150.0,24.0,False,False
crab_cakes,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,15.2,15.2,7.6,10.0,1.6,10.0,150.0,24.3,False,False
crab_cakes,"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,250.0,15.0,15.0,7.5,10.0,1.67,10.0,150.0,24.0,False,False
creme_brulee,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
creme_brulee,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.33,20.0,10.0,25.33,0.0,25.33,150.0,7.1,False,False
creme_brulee,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
creme_brulee,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.2,20.0,10.0,25.2,0.0,25.2,150.0,6.9,False,False
creme_brulee,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,5.0,20.0,10.0,25.0,0.0,25.0,150.0,6.7,False,False
croque_madame,"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,225.0,10.0,12.5,4.4,15.0,1.0,5.0,400.0,17.8,False,False
croque_madame,"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,225.2,10.0,12.4,4.32,15.2,1.2,5.0,400.0,17.8,False,False
croque_madame,"Breads, cereals, fastfood,grains",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,225.0,10.0,12.67,4.43,15.0,1.33,5.0,400.0,17.8,False,False
croque_madame,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,225.14,10.0,12.57,4.4,15.14,1.43,5.0,400.0,17.8,False,False
croque_madame,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,225.0,10.0,12.5,4.38,15.0,1.5,5.0,400.0,17.8,False,False
Cupcakes,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
Cupcakes,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.71,20.0,10.0,50.0,1.43,40.0,150.0,5.7,False,False
Cupcakes,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
Cupcakes,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.83,20.0,10.0,50.0,1.67,40.0,150.0,5.8,False,False
Cupcakes,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
deviled_eggs,"Meat, Poultry",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,12.0,16.0,6.4,2.0,0.0,0.0,60.0,24.0,False,False
deviled_eggs,"Meat, Poultry",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,11.43,15.71,6.29,1.43,0.0,0.0,60.0,22.9,False,False
deviled_eggs,"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,12.0,16.0,6.4,2.0,0.0,0.0,60.0,24.0,False,False
deviled_eggs,"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,11.67,15.83,6.33,1.67,0.0,0.0,60.0,23.3,False,False
deviled_eggs,"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,12.0,16.0,6.4,2.0,0.0,0.0,60.0,24.0,False,False
donuts,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
donuts,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.71,20.0,10.0,50.0,1.43,40.0,150.0,5.7,False,False
donuts,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
donuts,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.83,20.0,10.0,50.0,1.67,40.0,150.0,5.8,False,False
donuts,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
dumplings,"Breads, cereals, fastfood,grains",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,250.0,8.0,10.0,3.5,30.0,2.0,5.0,400.0,12.8,False,False
dumplings,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,8.0,10.0,3.47,30.0,2.0,5.0,400.0,12.8,False,False
dumplings,"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,8.0,10.0,3.5,30.0,2.0,5.0,400.0,12.8,False,False
dumplings,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,8.0,10.0,3.52,30.0,2.0,5.0,400.0,12.8,False,False
dumplings,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,8.0,10.0,3.5,30.0,2.0,5.0,400.0,12.8,False,False
edamame,Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,120.0,11.0,5.0,0.8,10.0,5.0,3.0,15.0,36.7,False,False
edamame,Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,120.0,11.33,5.33,0.8,10.0,5.33,3.0,15.0,37.8,False,False
edamame,Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,120.0,11.0,5.0,0.75,10.0,5.0,3.0,15.0,36.7,False,False
edamame,Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,120.0,11.2,5.2,0.76,10.0,5.2,3.0,15.0,37.3,False,False
edamame,Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,120.0,11.0,5.0,0.73,10.0,5.0,3.0,15.0,36.7,False,False
eggs_benedict,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,12.5,5.0,10.0,1.0,0.0,60.0,20.0,False,False
eggs_benedict,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,12.4,4.96,10.0,1.2,0.0,60.0,20.0,False,False
eggs_benedict,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,12.67,5.07,10.0,1.33,0.0,60.0,20.0,False,False
eggs_benedict,"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,12.57,5.03,10.0,1.43,0.0,60.0,20.0,False,False
eggs_benedict,"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,12.5,5.0,10.0,1.5,0.0,60.0,20.0,False,False
escargots,"Breads, cereals, fastfood,grains",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,15.0,12.0,4.2,5.0,1.0,5.0,400.0,30.0,False,False
escargots,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,15.33,12.0,4.2,5.33,1.33,5.0,400.0,30.7,False,False
escargots,"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,15.0,12.0,4.2,5.0,1.5,5.0,400.0,30.0,False,False
escargots,"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,15.2,12.0,4.2,5.2,1.6,5.0,400.0,30.4,False,False
escargots,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,15.0,12.0,4.2,5.0,1.67,5.0,400.0,30.0,False,False
falafel,Vegetables,Flexible,Balanced,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,10.0,16.0,2.4,30.0,6.0,3.0,15.0,13.3,False,False
falafel,Vegetables,Flexible,Balanced,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,10.0,15.71,2.29,30.0,5.71,3.0,15.0,13.3,False,False
falafel,Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,10.0,16.0,2.4,30.0,6.0,3.0,15.0,13.3,False,False
falafel,Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,10.0,15.83,2.42,30.0,5.83,3.0,15.0,13.3,False,False
falafel,Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,10.0,16.0,2.4,30.0,6.0,3.0,15.0,13.3,False,False
filet_mignon,"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,250.0,20.0,16.67,6.67,0.0,0.0,0.0,60.0,32.0,False,False
filet_mignon,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,250.0,20.0,16.5,6.6,0.0,0.0,0.0,60.0,32.0,False,False
filet_mignon,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,250.0,20.0,16.8,6.72,0.0,0.0,0.0,60.0,32.0,False,False
filet_mignon,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,250.0,20.0,16.67,6.67,0.0,0.0,0.0,60.0,32.0,False,False
filet_mignon,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,250.0,20.0,16.57,6.63,0.0,0.0,0.0,60.0,32.0,False,False
Fish and Chips,"Fish, Seafood",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,250.0,10.0,12.5,2.5,20.0,1.5,0.0,80.0,16.0,False,False
Fish and Chips,"Fish, Seafood",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,250.0,10.0,12.4,2.48,20.0,1.6,0.0,80.0,16.0,False,False
Fish and Chips,"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,250.0,10.0,12.67,2.53,20.0,1.67,0.0,80.0,16.0,False,False
Fish and Chips,"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,250.0,10.0,12.57,2.51,20.0,1.71,0.0,80.0,16.0,False,False
Fish and Chips,"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,250.0,10.0,12.5,2.5,20.0,1.75,0.0,80.0,16.0,False,False
foie_gras,"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,400.0,10.0,40.0,16.0,4.0,0.0,0.0,60.0,10.0,False,False
foie_gras,"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,400.0,10.0,40.0,16.0,4.29,0.0,0.0,60.0,10.0,False,False
foie_gras,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,400.0,10.0,40.0,16.0,4.0,0.0,0.0,60.0,10.0,False,False
foie_gras,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,400.0,10.0,40.0,16.0,4.17,0.0,0.0,60.0,10.0,False,False
foie_gras,"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,400.0,10.0,40.0,16.0,4.0,0.0,0.0,60.0,10.0,False,False
french_fries,Vegetables,Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,300.0,4.0,15.0,2.2,35.0,3.0,3.0,300.0,5.3,False,False
french_fries,Vegetables,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,4.0,15.33,2.27,35.33,3.33,3.0,300.0,5.3,False,False
french_fries,Vegetables,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,4.0,15.0,2.25,35.0,3.0,3.0,300.0,5.3,False,False
french_fries,Vegetables,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,4.0,15.2,2.28,35.2,3.2,3.0,300.0,5.3,False,False
french_fries,Vegetables,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,4.0,15.0,2.27,35.0,3.0,3.0,300.0,5.3,False,False
french_onion_soup,Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.0,2.0,350.0,16.0,False,False
french_onion_soup,Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.2,5.2,6.0,1.8,10.0,1.2,2.0,350.0,16.6,False,False
french_onion_soup,Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.33,2.0,350.0,16.0,False,False
french_onion_soup,Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.14,5.14,6.0,1.8,10.0,1.43,2.0,350.0,16.4,False,False
french_onion_soup,Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.5,2.0,350.0,16.0,False,False
french_toast,"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,250.0,8.0,10.0,5.0,30.0,2.0,30.0,150.0,12.8,False,False
